EVENT_LOG | OS-Level Chat Server | 2026-04-22 22:11:32
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
269        6960.289  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
270        6960.289  ACQUIRED_LOCK      tid=4   room=C  sem=-1   msgs=0    Eve
271        6960.291  RELEASED_LOCK      tid=4   room=C  sem=-1   msgs=0    Eve
272        6960.291  MSG_BROADCAST      tid=4   room=C  sem=49   msgs=6    Eve
273        6960.292  SEM_POST           tid=4   room=-  sem=50   msgs=6    Eve
274        7006.376  SEM_BLOCK          tid=5   room=-  sem=50   msgs=0    about to wait
275        7006.379  SEM_WAIT           tid=5   room=-  sem=49   msgs=0    ADMITTED
276        7006.380  ACQUIRED_LOCK      tid=5   room=A  sem=-1   msgs=0    Frank
277        7006.381  RELEASED_LOCK      tid=5   room=A  sem=-1   msgs=0    Frank
278        7006.381  MSG_BROADCAST      tid=5   room=A  sem=49   msgs=6    Frank
279        7006.381  SEM_POST           tid=5   room=-  sem=50   msgs=6    Frank
280        7052.481  SEM_BLOCK          tid=6   room=-  sem=50   msgs=0    about to wait
281        7052.485  SEM_WAIT           tid=6   room=-  sem=49   msgs=0    ADMITTED
282        7052.486  ACQUIRED_LOCK      tid=6   room=B  sem=-1   msgs=0    Grace
283        7052.487  RELEASED_LOCK      tid=6   room=B  sem=-1   msgs=0    Grace
284        7052.487  MSG_BROADCAST      tid=6   room=B  sem=49   msgs=6    Grace
285        7052.487  SEM_POST           tid=6   room=-  sem=50   msgs=6    Grace
286        7098.557  SEM_BLOCK          tid=7   room=-  sem=50   msgs=0    about to wait
287        7098.567  SEM_WAIT           tid=7   room=-  sem=49   msgs=0    ADMITTED
288        7098.567  ACQUIRED_LOCK      tid=7   room=C  sem=-1   msgs=0    Hank
289        7098.568  RELEASED_LOCK      tid=7   room=C  sem=-1   msgs=0    Hank
290        7098.569  MSG_BROADCAST      tid=7   room=C  sem=49   msgs=6    Hank
291        7098.569  SEM_POST           tid=7   room=-  sem=50   msgs=6    Hank
292        7144.745  SEM_BLOCK          tid=0   room=-  sem=50   msgs=0    about to wait
293        7144.748  SEM_WAIT           tid=0   room=-  sem=49   msgs=0    ADMITTED
294        7144.750  PRIVATE_MSG        tid=6   room=-  sem=-1   msgs=0    T6->T0 Iris
295        7144.767  PRIVATE_MSG        tid=0   room=P  sem=49   msgs=7    Iris
296        7144.768  SEM_POST           tid=0   room=-  sem=50   msgs=7    Iris
297        7190.844  SEM_BLOCK          tid=1   room=-  sem=50   msgs=0    about to wait
298        7190.848  SEM_WAIT           tid=1   room=-  sem=49   msgs=0    ADMITTED
299        7190.849  ACQUIRED_LOCK      tid=1   room=B  sem=-1   msgs=0    Jack
300        7190.850  RELEASED_LOCK      tid=1   room=B  sem=-1   msgs=0    Jack
301        7190.850  MSG_BROADCAST      tid=1   room=B  sem=49   msgs=7    Jack
302        7190.850  SEM_POST           tid=1   room=-  sem=50   msgs=7    Jack
303        7236.959  SEM_BLOCK          tid=2   room=-  sem=50   msgs=0    about to wait
304        7236.961  SEM_WAIT           tid=2   room=-  sem=49   msgs=0    ADMITTED
305        7236.961  ACQUIRED_LOCK      tid=2   room=C  sem=-1   msgs=0    Karen
306        7236.961  RELEASED_LOCK      tid=2   room=C  sem=-1   msgs=0    Karen
307        7236.961  MSG_BROADCAST      tid=2   room=C  sem=49   msgs=7    Karen
308        7236.962  SEM_POST           tid=2   room=-  sem=50   msgs=7    Karen
309        7282.983  SEM_BLOCK          tid=3   room=-  sem=50   msgs=0    about to wait
310        7282.984  SEM_WAIT           tid=3   room=-  sem=49   msgs=0    ADMITTED
311        7282.984  ACQUIRED_LOCK      tid=3   room=A  sem=-1   msgs=0    Leo
312        7282.985  RELEASED_LOCK      tid=3   room=A  sem=-1   msgs=0    Leo
